"stock","sector","2024TotalRevenue","2024NetIncome","2024TotalAssets","2024CurrentLiabilities","2024TotalLiabilitiesNetMinorityInterest","2024TotalEquityGrossMinorityInterest","2024InvestingCashFlow","2024ShareIssued","2024WorkingCapital","2024CostOfRevenue","2023TotalRevenue","2023NetIncome","2023TotalAssets","2023CurrentLiabilities","2023TotalLiabilitiesNetMinorityInterest","2023TotalEquityGrossMinorityInterest","2023InvestingCashFlow","2023ShareIssued","2023WorkingCapital","2023CostOfRevenue","2022TotalRevenue","2022NetIncome","2022TotalAssets","2022CurrentLiabilities","2022TotalLiabilitiesNetMinorityInterest","2022TotalEquityGrossMinorityInterest","2022InvestingCashFlow","2022ShareIssued","2022WorkingCapital","2022CostOfRevenue","2021TotalRevenue","2021NetIncome","2021TotalAssets","2021CurrentLiabilities","2021TotalLiabilitiesNetMinorityInterest","2021TotalEquityGrossMinorityInterest","2021InvestingCashFlow","2021ShareIssued","2021WorkingCapital","2021CostOfRevenue"
"FMIZP","FABRICATED METAL PRODUCTS MACHINERY ELECTRICAL EQUIPMENT AND TRANSPORTATION VEHICLES",675697006,108999740,523051785,44750517,84312286,438739499,-975965,14276790,260795722,549893135,388989486,23727581,356035121,36698217,63925737,292109384,-4470162,14276790,111485503,359100596,600994411,70000917,307661041,29018088,74768957,232892084,58736068,14276790,102804076,501462262,187871806,66685578,113670770,17647287,20485405,93185365,-9608590,14276790,73558672,134949532
"FONET","TECHNOLOGY",480555048,150239241,1206564247,67630811,83427417,1123136830,-192868232,1.44e+08,15982345,347886475,360678999,214702447,1058476053,74090189,86109901,972366152,-218377953,1.44e+08,-13002096,267215807,237106076,23960330,756022158,125421398,224378908,531643250,-116902282,1.44e+08,72941923,148620915,85479632,37543277,190905377,21148461,58804500,132100877,-28196326,1.44e+08,36279093,44140819
"FORMT","FABRICATED METAL PRODUCTS MACHINERY ELECTRICAL EQUIPMENT AND TRANSPORTATION VEHICLES",666252338,-152438846,1919905946,619572308,775474174,1144431772,-241249841,538130952,139648000,511529359,751379134,-131466188,1913785627,433584207,578851809,1334933818,-152942892,538130952,505751991,553892295,504914600,-69178845,1184521842,406050800,480064551,704457291,-140308735,419338247,137550595,405152288,172952008,1063198,347570202,106741452,119478991,228091211,-43724950,383390728,172258555,137514345
"FORTE","TECHNOLOGY",1781397851,-82017091,1399415967,577740904,627869301,771546666,-216897407,6.7e+07,310315505,1457089269,959883836,12192799,1334948084,443352576,478810337,856137747,-192170212,6.7e+07,593448803,633384771,685133342,55277114,698298933,404465624,424748175,273550758,-37145913,6.7e+07,204377615,505923777,215350934,23456351,194254570,117013581,121354235,72900335,-7060214,6.7e+07,61276117,176519253
"FRIGO","FOOD, BEVERAGE AND TOBACCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,754883648,-52637036,969898798,308123584,411995287,557903511,-11015007,122350000,275578544,519472109,765643800,-24683333,1065493619,346996874,449652618,615841001,-49716638,122350000,309799072,500424172,160456404,7178651,414574222,151071225,185910024,228664198,-20466037,122350000,116861967,103314306
"FROTO","FABRICATED METAL PRODUCTS MACHINERY ELECTRICAL EQUIPMENT AND TRANSPORTATION VEHICLES",594995138000,38863566000,326770164000,123401142000,211546676000,115223488000,-32539073000,350910000,30567178000,540390710000,594705176000,70826085000,313312578000,135909592000,207905014000,105407564000,-46304601000,350910000,12685798000,514938796000,322556451000,27729927000,174307138000,76202568000,123165497000,51141641000,-34199262000,350910000,15118506000,285957542000,71101258000,8801005000,42792853000,20782144000,32644315000,10148538000,-3441485000,350910000,12031708000,59947098000
"FZLGY","REAL ESTATE INVESTMENT TRUSTS",918599288,-259774177,9267334781,552716261,5815712056,3451622725,828500361,3.18e+08,6557665372,917969527,3971381542,355605427,8731311271,1005556680,4794653952,3936657319,82333309,3.18e+08,5083373723,2889194424,267918823,604620728,5436950347,1777903471,3572684890,1864265457,704555657,3.18e+08,1623517494,153253423,570551827,292551343,2683470240,1789866876,2197133049,486337191,-419074123,3.18e+08,43081132,281799660
"GARAN","BANKS",287168372000,91243136000,3002579379000,NA,2671170761000,331408618000,-46847283000,4.2e+09,NA,NA,199324012000,86374997000,2201713095000,NA,1956091577000,245621518000,-81762372000,4.2e+09,NA,NA,133006818000,58285378000,1303578483000,NA,1150454363000,153124120000,-55251240000,4.2e+09,NA,NA,61461916000,13466741000,850475600000,NA,770174745000,80300855000,-12405969000,4.2e+09,NA,NA
"GARFA","FINANCIAL LEASING AND FACTORING COMPANIES",2563493000,1438088000,13300378000,NA,10127908000,3172470000,-64764000,397500000,NA,NA,1806744000,1045084000,11823172000,NA,10089090000,1734082000,-22818000,397500000,NA,NA,625247000,350742000,9670054000,NA,8977980000,692074000,-6530000,397500000,NA,NA,283891000,131936000,4355909000,NA,4010803000,345106000,-6891000,397500000,NA,NA
"GEDIK","BROKERAGE HOUSES",74595750396,366968020,15470000190,12071975535,12185357649,3284642541,-263594312,1e+09,2267590192,71527201115,140345337345,1113617402,15300755497,11381493437,11466748424,3834007073,-157023361,989899990,3169544074,136341440429,154249806368,63023578,15537054582,13472800608,13519010656,2018043926,-87109981,889733041,1434010190,151742087542,18881903297,240157130,3643095051,3067262360,3078684933,564410118,-17307492,889733040,441663524,18308374424
"GEDZA","CHEMICALS, PETROLEUM RUBBER AND PLASTIC PRODUCTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,587847398,74737990,818681904,102870237,195100786,623581118,-47302103,46656000,294108823,352663402,601401921,-17407262,692731408,92451841,156024599,536706809,-111436451,46656000,250166752,394397812,126282153,57731143,218681558,47810464,52393669,166287889,-24487359,46656000,118317664,78284532
"GENIL","WHOLESALE AND RETAIL TRADE",14740692703,148676808,12310632463,4194371115,5002964370,7307668093,266563005,3e+08,1601380824,11891721248,11769208449,656320206,11134941206,3916922456,4120122940,7014818266,-935622903,3e+08,1789413326,9171181967,10639338949,639952048,6322446078,1122750614,1376129400,4946316678,-991666399,3e+08,2070445558,8727891786,2501352835,310845370,2119420852,794984835,835199385,1284221467,-272039142,3e+08,668566712,2044993563
"GENTS","WOOD PRODUCTS INCLUDING FURNITURE",3910277510,109460422,3908915405,1246446211,1326615480,2582299925,-345120208,3e+08,942710060,3022462986,4334199115,190632580,3805369036,1162356440,1273358321,2532010715,-42379476,3e+08,1001305888,3082058436,3042682761,-74282244,2548317210,882160918,956169536,1592147674,-155746346,299999989,656127900,2595042910,788037619,107164704,857983233,342098161,374435102,483548131,-38265462,267567760,270165604,623327119
"GEREL","FABRICATED METAL PRODUCTS MACHINERY ELECTRICAL EQUIPMENT AND TRANSPORTATION VEHICLES",2623268694,252218969,3208911189,1000911246,2328372340,880538849,-868746102,2.4e+08,757224582,2218948495,2107432465,-166580062,1616328448,852050321,968387751,647940697,-22471667,2.4e+08,129192809,1804781950,1606956605,-30708065,1210166437,564554713,710230029,499936408,-4334146,2.4e+08,197333055,1272173113,380577658,6992450,469990500,243857699,337516011,132474489,-1385264,2.4e+08,78723164,317716670
"GESAN","CONSTRUCTION AND PUBLIC WORKS",15187189000,1344835000,21655310000,6298336000,8031744000,13623566000,-544349000,4.6e+08,8827916000,11018572000,15088558000,992112000,22025170000,8013632000,9695460000,12329710000,-765364000,4.6e+08,8197202000,9590497000,7515156000,650450000,9852049000,4550766000,5535046000,4317003000,-328335000,4.6e+08,2651576000,5597352000,1231647000,220494000,2049436000,786881000,1055342000,994094000,-141412000,4.6e+08,734155000,792247000
"GIPTA","PAPER AND PAPER PRODUCTS PRINTING",2085144656,181627361,2787357286,109887319,287171130,2500186156,371454208,1.32e+08,1646612094,1566019876,1873494709,198697116,2040906177,244556478,404231344,1636674833,-255428183,1.32e+08,1090228957,1426013420,1261851260,2262676,1576872596,561205455,734074367,842798229,-58468254,1.32e+08,375256716,1013368775,153126311,15015831,350370005,102367600,141313552,209056453,4019075,1.32e+08,128859089,114047215
"GLBMD","BROKERAGE HOUSES",21077646892,13370947,2376882226,1873427407,1885934194,490948032,42690437,1.18e+08,332156445,20441660067,27468210006,198932221,2685160500,2173817941,2206559996,478600504,-698447900,1.18e+08,314447556,26744737582,19938264519,32662555,2093622721,1870700077,1896408488,197214233,-111616664,1.18e+08,177086619,19563212401,8280053807,2794797,604698452,536435767,540302174,64396278,-16966279,1.18e+08,59248483,8139095709
"GLCVY","ASSET MANAGEMENT COMPANIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628823000,173873000,1343494000,452645000,592427000,751067000,10613000,139700079,861751000,175480000
"GLRMK","CONSTRUCTION AND PUBLIC WORKS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24900529383,1543346250,28409025531,15759147751,23345760364,5063265167,-1369425715,322600000,8391824472,22286601242,21022803182,174962786,19074133469,11057412687,14476725513,4597407956,-955353108,322600000,4031624762,20597737551,18717396779,663332291,23554087001,13348455850,17471570302,6082516699,-558467230,322600000,5641471060,18704198768
"GLRYH","HOLDING AND INVESTMENT COMPANIES",42552610471,230718619,15668235346,4907617337,6005898618,9662336728,-2140607835,1512179871,3408413721,38144662253,28865110937,198023664,11370872205,3116674095,3606397317,7764474888,-487848170,1512179871,4030603342,25493769502,30487019843,397705972,7298517175,2931597446,3705995299,3592521876,-2260460049,1512179871,1675737225,28265526543,6954702249,142069688,1665237834,784187272,789126632,876111202,17309604,925824411,405177473,6340985526
"GLYHO","HOLDING AND INVESTMENT COMPANIES",20876393469,3314682862,68501291597,11952215749,54683988759,13817302838,-13799487853,1.95e+09,3063836047,12040415452,18892375182,2898862172,44521524710,8876683656,33935136984,10586387726,-3675736860,1.95e+09,-17067997,11123540606,16639421528,1141627046,41514675474,9059417264,32319516647,9195158827,-3710909799,1.95e+09,-493820144,11312613685,2584747556,-111147055,15077311142,3447267622,12603365258,2473945884,-133110813,1.95e+09,192908850,2106897659
"GMTAS","WHOLESALE AND RETAIL TRADE",2826898481,363887108,3443932688,245962674,472253302,2971679386,-63050464,149200000,436044362,2249235927,2747764832,5034662,2780864334,193272439,429892923,2350971411,-60467599,149200000,380235275,2286854669,1365796477,-4185866,1848443512,97410580,299170494,1549273018,-7478891,149200000,304300586,1090677338,316055308,44548415,349689141,22347014,40040810,309648331,-1341355,149200000,104765123,246982550
"GOKNR","FOOD, BEVERAGE AND TOBACCO",12640553534,1187030432,12295136202,4063199975,5093808525,7201327677,-740014960,3.5e+08,4252206383,9474309863,11109350916,393391593,10533178570,3190118541,4425913903,6107264667,-209375849,3.5e+08,3401136857,8476364852,8899802108,-124311433,7978843891,4298843185,5034857030,2943986861,-126150761,3.5e+08,894002342,6420881161,1982470615,126474940,3044900727,1826748827,2227085072,817815655,-106248006,3.5e+08,354629914,1296813855
"GOLTS","NON-METALLIC MINERAL PRODUCTS",5715012742,601790144,10474091950,2173044039,2444458215,8029633735,-483187451,1.8e+07,240589615,3758661882,7738108959,2342090966,10211805099,1998298857,2540040621,7671764478,-346354443,1.8e+07,292558238,5073433500,5306640680,918256394,6883299537,2077513609,3077005409,3806294128,-159816212,1.8e+07,39519295,3836199840,947934602,-14558120,1591667605,660661229,1130746141,460921464,-56210676,1.8e+07,-9051759,705115853
"GOODY","CHEMICALS, PETROLEUM RUBBER AND PLASTIC PRODUCTS",21410040137,-878443554,12989641151,8657185304,9280276730,3709364421,-291512513,2.7e+08,129448968,19436508511,29202857013,-641827625,14828374994,9471101762,10530189907,4298185087,-562062977,2.7e+08,792948450,25768575862,20696516747,-769959024,12125784584,7469830289,8597050834,3528733750,-671036830,2.7e+08,1628963287,18577625856,4634156553,367465078,3196773500,1771708389,1879414962,1317358538,-178026004,2.7e+08,847544842,3701272702
"GOZDE","VENTURE CAPITAL INVESTMENT TRUSTS",2879563365,-7921593073,27877512649,6749836,3577755855,24299756794,3696611730,3.85e+08,2720315215,1996531264,130828688,-12713786443,25401889074,2834012926,3084653964,22317235110,121546485,3.85e+08,-2833860165,10338012,1081202,218064587,34430977777,2895184272,3307886849,31123090928,6426760,3.85e+08,-2895087885,NA,1695682802,7454091011,12881703968,1213603455,1463806073,11417897895,989555783,3.85e+08,-1213472898,1680805483
"GRNYO","INVESTMENT TRUSTS",367346949,-13833916,111280358,NA,27117927,84162431,-54689,37500000,NA,NA,320874958,-21411529,113735449,NA,15746041,97989408,-333266,37500000,NA,NA,315409292,-26141943,87948263,NA,2313296,85634967,-127987,37500000,NA,NA,138415967,1001779,42432062,NA,957013,41475049,-42520,37500000,NA,NA
"GRSEL","TRANSPORTATION AND STORAGE",8329342630,1650141811,9366051236,2360948126,3189987388,6176063848,-1047358438,1.02e+08,1629390514,5867801905,6499374973,1564623386,7470646690,1749801520,2864808314,4605838376,-643223167,1.02e+08,943124142,4872163316,3006350754,281522028,3896265664,881561240,1822485778,2073779886,10692622,1.02e+08,416502857,2474059907,633490056,68103550,802797448,283064141,428227895,374569553,-64833038,1.02e+08,-40743074,533011502
"GRTHO","HOLDING AND INVESTMENT COMPANIES",3476240589,833623364,5954244172,485096850,822818947,5131425225,-263678313,1.25e+08,1233355852,2793665700,3281364122,736954668,4747731256,324963742,577525000,4170206256,-607015747,1.25e+08,1641450464,2589949132,1265027297,555897823,2645945925,261905949,328816145,2317129780,-3953074,1.25e+08,732066753,932089157,359868656,219566263,754505827,101240950,178081483,576424344,-2922413,1.25e+08,242292606,525768581
"GSDDE","TRANSPORTATION AND STORAGE",549891000,-34559000,3068567000,271828000,845923000,2222644000,-258250000,1.5e+08,573062000,353358000,374547000,-440338000,3145584000,272305000,720135000,2425449000,54578000,1.5e+08,471197000,315153000,514200000,62415000,2337115000,196738000,596858000,1740257000,19901000,1.5e+08,863017000,200946000,178611000,139246000,866598000,62882000,262938000,603660000,-61830000,1.5e+08,256893000,64313000
"GSDHO","HOLDING AND INVESTMENT COMPANIES",4065409000,436306000,14963469000,2549404000,4730651000,10232818000,-1205237000,1e+09,5597948000,1940502000,2681571000,-2424515000,13067428000,1908647000,2851277000,10216151000,693607000,1e+09,4307710000,1330984000,2473908000,-2499198000,10910663000,1844512000,2713391000,8197272000,946983000,1e+09,5255394000,831906000,820887000,528911000,4168422000,573013000,1210139000,2958283000,-171502000,999999990,1597959000,286946000
"GSRAY","EDUCATION HEALTH SPORTS AND ENTERTAINMENT SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GUBRF","CHEMICALS, PETROLEUM RUBBER AND PLASTIC PRODUCTS",48441078603,629075729,43852983854,19323030733,20550025902,23302957952,-2078938388,3.34e+08,1130046453,41592620630,50841814148,-1668488544,32032514650,14272326998,15395135552,16637379098,-2648203986,3.34e+08,436138875,45487459005,48304277005,228143439,20857417726,12257800744,12979703463,7877714263,-3221952650,3.34e+08,-153394983,41132150781,10764791265,523125635,13049609891,8598983356,9021351512,4028258379,-441543397,3.34e+08,660746885,8184433439
"GUNDG","FOOD, BEVERAGE AND TOBACCO",2163103784,-17268450,966424416,247414550,299185856,667238560,-49788361,3.9e+07,428540948,1929432670,1924279545,21072975,733225116,390206613,450301160,282923956,-18951365,3.9e+07,130984756,1742935274,1806968409,26094506,877258329,629496640,669960905,207297424,-4764654,3.9e+07,76930676,1676336909,1766102037,603015,571837234,422246542,475398741,96438493,-3303766,3.9e+07,47520650,1669655347
"GWIND","ELECTRICITY GAS AND WATER",2364399960,834410071,14809515912,806929673,4352862391,10456653521,-953827248,5.4e+08,810508779,1123133612,2684048728,900270559,13224429952,563892083,3070566814,10153863138,-2978784018,5.4e+08,-92620601,1087585421,2296830032,1464627189,8761974105,176822041,1821269626,6940704479,-489416174,539999952,1328942765,652409851,540226277,170912859,1767586090,288047041,769899405,997686685,-83506435,539999952,101043733,145366749
"GZNMI","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",2556090540,-17823601,2960995996,1464338074,1824342029,1136653967,17456941,6.5e+07,495226729,2189426227,2133302758,-155656635,2198813230,1036783762,1042118468,1156694762,967626241,6.5e+07,631926616,1923663261,948603096,520562958,1449407741,509563686,513926121,935481620,-258729025,6.5e+07,891615944,803655828,169382442,17522182,151020619,118563796,119613487,31407132,-1465546,6.5e+07,24240979,137731950
"HALKB","BANKS",77493303000,22037821000,3143858750000,NA,2973922633000,169936117000,-72857425000,7184778000,NA,NA,61810665000,16830755000,2297010551000,NA,2154095608000,142914943000,-102923201000,7184778000,NA,NA,79282794000,18356304000,1438351487000,NA,1346471672000,91879815000,-65743172000,4969120730,NA,NA,18795893000,1835971000,931686218000,NA,887674847000,44011371000,-18137234000,2473776000,NA,NA
"HATEK","TEXTILE, WEARING APPAREL AND LEATHER",794333598,-183054947,2913947740,1227286765,1456022726,1457925014,-360710282,6.3e+07,-170353864,793671467,1084273750,-212192282,2784151243,1011292286,1130662594,1653488649,-168327972,6.3e+07,139496426,894620140,1155606051,-60496601,1772060105,603504467,679130307,1092929798,-53755388,6.3e+07,210988807,892145503,330209103,35013746,687534783,255501439,281868895,405665888,-8224762,6.3e+07,48190932,239402839
"HATSN","FABRICATED METAL PRODUCTS MACHINERY ELECTRICAL EQUIPMENT AND TRANSPORTATION VEHICLES",3791708361,635962621,6801985186,1432651270,2231665860,4570319326,-1196371881,221500000,1266749325,3216345789,3266518205,1047104856,6976844844,1870801181,3045013784,3931831060,-1474944508,221500000,1413153097,2503972669,2253061284,700244576,2867169480,697316343,1698290008,1168879472,-680927477,221500000,123693173,1348444672,458095747,6959565,854812809,370348214,787280003,67532806,-374931255,221500000,-74587000,378142047
"HDFGS","VENTURE CAPITAL INVESTMENT TRUSTS",446281143,-294714057,2141662557,3142138,4581939,2137080618,115991753,688593750,145174490,NA,632649728,-463816260,2436320103,3200622,4524258,2431795845,-183384295,688593750,123770060,NA,1009438517,415909661,1942962262,2974416,3936402,1939025860,-552398,688593734,679697674,NA,18980722,19712820,513292076,695149,1513817,511778259,283326,688593687,187885872,NA
"HEDEF","HOLDING AND INVESTMENT COMPANIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750450332,-802966918,3071456028,8438346,389539506,2681916522,403863,1.875e+09,138035433,NA,2649406991,1483764712,4016013598,2781357,522444539,3493569059,117117,1.875e+09,61257486,NA,82163363,71902086,826020327,609363,89588154,736432173,152376,1897419416,148520403,NA
"HEKTS","CHEMICALS, PETROLEUM RUBBER AND PLASTIC PRODUCTS",4867088189,-2726725533,24077361061,7328602945,10343178277,13734182784,344994470,8.43e+09,1519811982,5877261499,8719027378,-1267990744,36752102121,22809342097,25866266684,10885835437,-3371408005,7037925824,-965258951,7541484454,10001274789,1166523784,23213481243,13781668875,14882610425,8330870818,-2703241867,7037925824,1662755289,6973894150,2020718336,319390940,4730801511,3112947762,3284227296,1446574215,-747316816,8426059322,169604621,1312393367
"HKTM","FABRICATED METAL PRODUCTS MACHINERY ELECTRICAL EQUIPMENT AND TRANSPORTATION VEHICLES",676082490,-126069026,1537607904,828642824,935907627,601700277,-2627132,1.05e+08,-57294750,461154904,878227627,-38730314,1606101631,855134066,948248863,657852768,-101883947,1.05e+08,134533377,610752479,526180409,-51944987,958776447,419530735,475358556,483417891,-91258438,1.05e+08,206146633,373943966,181765004,41598027,239774411,124025241,141258543,98515868,-12897771,1.05e+08,31091626,122230110
